Id	UId	Classification	Representative	Domain	Phylum	Class	Order	Family	Genus	Species	ShortGenus	ClassShortGenus	ColorGenus	PCo1	PCo2	PCo3
GCF_000148685.1_ASM14868v1_genomic|HS11	GCF_000148685.1_ASM14868v1_genomic	GCF_000148685.1_ASM14868v1_genomic|HS11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp000148685	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp000148685	Paraburkholderia	Gammaproteobacteria|Paraburkholderia	Gammaproteobacteria|Paraburkholderia	-0.261701238103628	0.0722725945958494	-0.0227131786185316
GCF_000156235.1_ASM15623v1_genomic|HS2	GCF_000156235.1_ASM15623v1_genomic	GCF_000156235.1_ASM15623v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pseudovibrio;s__Pseudovibrio denitrificans	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pseudovibrio	Pseudovibrio denitrificans	Pseudovibrio	Alphaproteobacteria|Pseudovibrio	Other	0.296434274143289	0.198094300988828	0.108423805631772
GCF_000164035.1_ASM16403v1_genomic|HS2	GCF_000164035.1_ASM16403v1_genomic	GCF_000164035.1_ASM16403v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter piechaudii	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter piechaudii	Achromobacter	Gammaproteobacteria|Achromobacter	Gammaproteobacteria|Achromobacter	0.324406533796968	-0.0782036312749905	0.224586742973471
GCF_000165835.1_ASM16583v1_genomic|HS11	GCF_000165835.1_ASM16583v1_genomic	GCF_000165835.1_ASM16583v1_genomic|HS11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans_B	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter xylosoxidans_B	Achromobacter	Gammaproteobacteria|Achromobacter	Gammaproteobacteria|Achromobacter	0.322890602621347	-0.0780559881553978	0.218851449974946
GCF_000168975.1_ASM16897v1_genomic|HS6	GCF_000168975.1_ASM16897v1_genomic	GCF_000168975.1_ASM16897v1_genomic|HS6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium;s__Roseibium aggregatum	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Roseibium	Roseibium aggregatum	Roseibium	Alphaproteobacteria|Roseibium	Other	0.00172703326153574	0.0405531043884021	0.154745238222955
GCF_000169415.1_ASM16941v1_genomic|HS5	GCF_000169415.1_ASM16941v1_genomic	GCF_000169415.1_ASM16941v1_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sagittula;s__Sagittula stellata	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sagittula	Sagittula stellata	Sagittula	Alphaproteobacteria|Sagittula	Other	-0.084350004653326	0.00690683491033401	0.0761815500332515
GCF_000178415.2_ASM17841v2_genomic|HS21	GCF_000178415.2_ASM17841v2_genomic	GCF_000178415.2_ASM17841v2_genomic|HS21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp000178415	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp000178415	Paraburkholderia	Gammaproteobacteria|Paraburkholderia	Gammaproteobacteria|Paraburkholderia	-0.0885001150435014	0.0736962247480956	0.0621069581440072
GCF_000184745.1_ASM18474v1_genomic|HS4	GCF_000184745.1_ASM18474v1_genomic	GCF_000184745.1_ASM18474v1_genomic|HS4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax paradoxus_C	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax paradoxus_C	Variovorax	Gammaproteobacteria|Variovorax	Gammaproteobacteria|Variovorax	0.437836881557807	-0.00585862065222955	-0.268413803537289
GCF_000192865.1_ASM19286v1_genomic|HS7	GCF_000192865.1_ASM19286v1_genomic	GCF_000192865.1_ASM19286v1_genomic|HS7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas mediterranea	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas mediterranea	Marinomonas	Gammaproteobacteria|Marinomonas	Other	-0.0126116353497551	-0.241165053355001	0.0992903632772095
GCF_000194745.1_ASM19474v1_genomic|HS10	GCF_000194745.1_ASM19474v1_genomic	GCF_000194745.1_ASM19474v1_genomic|HS10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia gladioli	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	Burkholderia	Gammaproteobacteria|Burkholderia	Gammaproteobacteria|Burkholderia	-0.223759953372344	0.0465063124639422	-0.0428242548116255
GCF_000204295.1_ASM20429v1_genomic|HS6	GCF_000204295.1_ASM20429v1_genomic	GCF_000204295.1_ASM20429v1_genomic|HS6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E mendocina	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E mendocina	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0538940017744623	-0.244182658632966	0.136748057294581
GCF_000213935.1_ASM21393v1_genomic|HS2	GCF_000213935.1_ASM21393v1_genomic	GCF_000213935.1_ASM21393v1_genomic|HS2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium nuruki	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium nuruki	Corynebacterium	Actinomycetia|Corynebacterium	Other	-0.140151285746657	0.102436411697415	-0.0602928510041139
GCF_000220545.1_ASM22054v2_genomic|HS4	GCF_000220545.1_ASM22054v2_genomic	GCF_000220545.1_ASM22054v2_genomic|HS4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium stanieri	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	Marinobacterium stanieri	Marinobacterium	Gammaproteobacteria|Marinobacterium	Other	-0.0542476528120784	-0.0032390624163891	0.0542563924234132
GCF_000231075.2_ASM23107v3_genomic|HS10	GCF_000231075.2_ASM23107v3_genomic	GCF_000231075.2_ASM23107v3_genomic|HS10	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis sp000231075	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp000231075	Amycolatopsis	Actinomycetia|Amycolatopsis	Other	-0.175334594860813	0.0866236338622814	-0.186941223373721
GCF_000239135.1_ASM23913v3_genomic|HS1	GCF_000239135.1_ASM23913v3_genomic	GCF_000239135.1_ASM23913v3_genomic|HS1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus rhodochrous	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus rhodochrous	Rhodococcus	Actinomycetia|Rhodococcus	Other	-0.086438993457955	0.100936672960652	-0.0724262641392007
GCF_000239815.1_ASM23981v2_genomic|HS2	GCF_000239815.1_ASM23981v2_genomic	GCF_000239815.1_ASM23981v2_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp000239815	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium sp000239815	Bradyrhizobium	Alphaproteobacteria|Bradyrhizobium	Alphaproteobacteria|Bradyrhizobium	0.273098334675391	0.11573296314622	-0.0256385000703339
GCF_000246875.1_ASM24687v2_genomic|HS5	GCF_000246875.1_ASM24687v2_genomic	GCF_000246875.1_ASM24687v2_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp000246875	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp000246875	Halomonas	Gammaproteobacteria|Halomonas	Other	-0.155933639611117	0.0149854559042696	-0.0326493648930444
GCF_000262065.2_KF707_a1_genomic|HS8	GCF_000262065.2_KF707_a1_genomic	GCF_000262065.2_KF707_a1_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F furukawaii	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F furukawaii	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0089564142117723	-0.3282984179512	-0.0703573037569243
GCF_000263715.2_ASM26371v2_genomic|HS2	GCF_000263715.2_ASM26371v2_genomic	GCF_000263715.2_ASM26371v2_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E synxantha_A	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E synxantha_A	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0212660031322245	-0.251322203746235	-0.0526867730214002
GCF_000282135.1_Herbaspirillum.strCF444_v1.0_genomic|HS2	GCF_000282135.1_Herbaspirillum.strCF444_v1.0_genomic	GCF_000282135.1_Herbaspirillum.strCF444_v1.0_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum sp000282135	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herbaspirillum	Herbaspirillum sp000282135	Herbaspirillum	Gammaproteobacteria|Herbaspirillum	Other	-0.0533243114939496	-0.230387916937419	-0.0848668773666039
GCF_000282355.1_Pseudomonas.strGM49_v1.0_genomic|HS14	GCF_000282355.1_Pseudomonas.strGM49_v1.0_genomic	GCF_000282355.1_Pseudomonas.strGM49_v1.0_genomic|HS14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003053605	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp003053605	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.178479239502818	0.0748563804433152	-0.103788807300409
GCF_000282395.1_GM55.fsa_genomic|HS14	GCF_000282395.1_GM55.fsa_genomic	GCF_000282395.1_GM55.fsa_genomic|HS14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002113025	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp002113025	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.183773071254913	0.0287009099375885	-0.103015841687044
GCF_000282415.1_GM60.fsa_genomic|HS6	GCF_000282415.1_GM60.fsa_genomic	GCF_000282415.1_GM60.fsa_genomic|HS6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp000282415	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp000282415	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.160892468651732	0.049979556934049	-0.0699514699755793
GCF_000282455.1_GM74.fsa_genomic|HS8	GCF_000282455.1_GM74.fsa_genomic	GCF_000282455.1_GM74.fsa_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp000282455	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp000282455	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.152356403850367	0.045209178958144	-0.10231550880975
GCF_000282475.1_GM78.fsa_genomic|HS10	GCF_000282475.1_GM78.fsa_genomic	GCF_000282475.1_GM78.fsa_genomic|HS10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp000282475	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp000282475	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.160199118005764	0.0186961098236468	-0.0448923091053583
GCF_000283655.1_ASM28365v1_genomic|HS2	GCF_000283655.1_ASM28365v1_genomic	GCF_000283655.1_ASM28365v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum lipoferum_C	No	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	Azospirillum lipoferum_C	Azospirillum	Alphaproteobacteria|Azospirillum	Other	-0.0759702819577505	-0.177519738862215	0.0585689465858437
GCF_000300395.2_ASM30039v2_genomic|HS5	GCF_000300395.2_ASM30039v2_genomic	GCF_000300395.2_ASM30039v2_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia glumae	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae	Burkholderia	Gammaproteobacteria|Burkholderia	Gammaproteobacteria|Burkholderia	-0.265568216558692	0.0053817312412242	-0.0750459676061968
GCF_000308775.1_ASM30877v1_genomic|HS8	GCF_000308775.1_ASM30877v1_genomic	GCF_000308775.1_ASM30877v1_genomic|HS8	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia testacea	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia testacea	Nocardia	Actinomycetia|Nocardia	Other	-0.179695370531135	0.0517833332492788	-0.0506860767988445
GCF_000314935.1_ASM31493v1_genomic|HS4	GCF_000314935.1_ASM31493v1_genomic	GCF_000314935.1_ASM31493v1_genomic|HS4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola chathamensis	No	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola chathamensis	Paraglaciecola	Gammaproteobacteria|Paraglaciecola	Other	-0.136733447561339	-0.0521270726578066	-0.0167196451800262
GCF_000314995.1_ASM31499v1_genomic|HS2	GCF_000314995.1_ASM31499v1_genomic	GCF_000314995.1_ASM31499v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola arctica	No	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Paraglaciecola	Paraglaciecola arctica	Paraglaciecola	Gammaproteobacteria|Paraglaciecola	Other	-0.114441422690497	-0.0437332992375507	0.0144073255530539
GCF_000332975.1_ASM33297v1_genomic|HS12	GCF_000332975.1_ASM33297v1_genomic	GCF_000332975.1_ASM33297v1_genomic|HS12	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia aichiensis	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia aichiensis	Gordonia	Actinomycetia|Gordonia	Other	-0.0910607053311907	0.0271918637324251	0.00320850627411913
GCF_000332975.1_ASM33297v1_genomic|HS4	GCF_000332975.1_ASM33297v1_genomic	GCF_000332975.1_ASM33297v1_genomic|HS4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia aichiensis	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia aichiensis	Gordonia	Actinomycetia|Gordonia	Other	-0.131960896579392	0.0604689512660386	-0.0474301298893712
GCF_000333275.1_ASM33327v1_genomic|HS12	GCF_000333275.1_ASM33327v1_genomic	GCF_000333275.1_ASM33327v1_genomic|HS12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Nitrospirillum;s__Nitrospirillum sp000333275	No	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Nitrospirillum	Nitrospirillum sp000333275	Nitrospirillum	Alphaproteobacteria|Nitrospirillum	Other	-0.172127044044641	-0.027523992736184	0.0708817130439998
GCF_000333675.2_Pseudacidovorax_intermedius_NH-1_genomic|HS3	GCF_000333675.2_Pseudacidovorax_intermedius_NH-1_genomic	GCF_000333675.2_Pseudacidovorax_intermedius_NH-1_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudacidovorax;s__Pseudacidovorax intermedius	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pseudacidovorax	Pseudacidovorax intermedius	Pseudacidovorax	Gammaproteobacteria|Pseudacidovorax	Other	0.358469939328048	0.113421675894694	0.00287521354505215
GCF_000340415.1_Amycolatopsis_azurea_genomic|HS10	GCF_000340415.1_Amycolatopsis_azurea_genomic	GCF_000340415.1_Amycolatopsis_azurea_genomic|HS10	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis azurea	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis azurea	Amycolatopsis	Actinomycetia|Amycolatopsis	Other	-0.172310297685436	0.0950760124740473	-0.200838742587606
GCF_000367365.1_ASM36736v1_genomic|HS20	GCF_000367365.1_ASM36736v1_genomic	GCF_000367365.1_ASM36736v1_genomic|HS20	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces prunicolor	No	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces prunicolor	Streptomyces	Actinomycetia|Streptomyces	Actinomycetia|Streptomyces	-0.0539595725633089	0.104009018878991	0.144563382550863
GCF_000369805.1_Acin_sp_NIPH_2100_V1_genomic|HS1	GCF_000369805.1_Acin_sp_NIPH_2100_V1_genomic	GCF_000369805.1_Acin_sp_NIPH_2100_V1_genomic|HS1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp000369805	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp000369805	Acinetobacter	Gammaproteobacteria|Acinetobacter	Gammaproteobacteria|Acinetobacter	-0.142585890420536	-0.0618481952897042	0.109685910991497
